"","Site_ID","Dep","Begin_Date_loc","Behav","N_ves"
"105","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-31,"Total",0
"106","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-01,"Transit",0
"107","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-01,"Maneuver",0
"108","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-01,"Total",0
"109","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-02,"Transit",0
"110","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-02,"Maneuver",0
"111","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-02,"Total",0
"112","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-03,"Transit",0
"113","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-03,"Maneuver",0
"114","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-03,"Total",0
"115","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-04,"Transit",0
"116","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-04,"Maneuver",0
"117","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-04,"Total",0
"118","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-05,"Transit",0
"119","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-05,"Maneuver",0
"120","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-05,"Total",0
"121","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-06,"Transit",0
"122","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-06,"Maneuver",0
"123","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-06,"Total",0
"124","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-07,"Transit",0
"125","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-07,"Maneuver",0
"126","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-07,"Total",0
"127","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-08,"Transit",0
"128","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-08,"Maneuver",0
"129","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-08,"Total",0
"130","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-09,"Transit",0
"131","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-09,"Maneuver",0
"132","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-09,"Total",0
"133","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-10,"Transit",0
"134","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-10,"Maneuver",0
"135","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-10,"Total",0
"136","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-11,"Transit",1
"137","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-11,"Maneuver",0
"138","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-11,"Total",1
"139","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-12,"Transit",0
"140","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-12,"Maneuver",0
"141","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-08-12,"Total",0
